idade,ano,sexo,clientela,populacao
5,2034,1,1,7675306
5,2034,1,2,1258718
5,2034,3,1,7505151
5,2034,3,2,1069685
5,2035,1,1,7699867
5,2035,1,2,1262746
5,2035,3,1,7529167
5,2035,3,2,1073108
5,2036,1,1,7722197
5,2036,1,2,1266408
5,2036,3,1,7551002
5,2036,3,2,1076220
5,2037,1,1,7743047
5,2037,1,2,1269827
5,2037,3,1,7571390
5,2037,3,2,1079126
5,2038,1,1,7761630
5,2038,1,2,1272875
5,2038,3,1,7589561
5,2038,3,2,1081716
5,2039,1,1,7777929
5,2039,1,2,1275548
5,2039,3,1,7605499
5,2039,3,2,1083988
5,2040,1,1,7791929
5,2040,1,2,1277844
5,2040,3,1,7619189
5,2040,3,2,1085939
5,2041,1,1,7804396
5,2041,1,2,1279889
5,2041,3,1,7631380
5,2041,3,2,1087677
5,2042,1,1,7814542
5,2042,1,2,1281553
5,2042,3,1,7641301
5,2042,3,2,1089091
5,2043,1,1,7823138
5,2043,1,2,1282963
5,2043,3,1,7649706
5,2043,3,2,1090289
5,2044,1,1,7829397
5,2044,1,2,1283989
5,2044,3,1,7655826
5,2044,3,2,1091161
5,2045,1,1,7834095
5,2045,1,2,1284759
5,2045,3,1,7660419
5,2045,3,2,1091816
5,2046,1,1,7836445
5,2046,1,2,1285144
5,2046,3,1,7662717
5,2046,3,2,1092144
5,2047,1,1,7837229
5,2047,1,2,1285273
5,2047,3,1,7663483
5,2047,3,2,1092253
5,2048,1,1,7835662
5,2048,1,2,1285016
5,2048,3,1,7661950
5,2048,3,2,1092035
5,2049,1,1,7832528
5,2049,1,2,1284502
5,2049,3,1,7658885
5,2049,3,2,1091598
5,2050,1,1,7827045
5,2050,1,2,1283603
5,2050,3,1,7653524
5,2050,3,2,1090834
5,2051,1,1,7820001
5,2051,1,2,1282448
5,2051,3,1,7646636
5,2051,3,2,1089852
5,2052,1,1,7810617
5,2052,1,2,1280909
5,2052,3,1,7637460
5,2052,3,2,1088544
5,2053,1,1,7799682
5,2053,1,2,1279116
5,2053,3,1,7626768
5,2053,3,2,1087020
5,2054,1,1,7787203
5,2054,1,2,1277069
5,2054,3,1,7614565
5,2054,3,2,1085281
5,2055,1,1,7801999
5,2055,1,2,1279495
5,2055,3,1,7629033
5,2055,3,2,1087343
5,2056,1,1,7785615
5,2056,1,2,1276808
5,2056,3,1,7613012
5,2056,3,2,1085060
5,2057,1,1,7766930
5,2057,1,2,1273744
5,2057,3,1,7594741
5,2057,3,2,1082456
5,2058,1,1,7746736
5,2058,1,2,1270432
5,2058,3,1,7574995
5,2058,3,2,1079642
5,2059,1,1,7724270
5,2059,1,2,1266748
5,2059,3,1,7553028
5,2059,3,2,1076511
5,2060,1,1,7700325
5,2060,1,2,1262821
5,2060,3,1,7529614
5,2060,3,2,1073174
6,2013,1,1,6587968
6,2013,1,2,1034655
6,2013,3,1,7018412
6,2013,3,2,1020528
6,2014,1,1,6659009
6,2014,1,2,1052584
6,2014,3,1,7009283
6,2014,3,2,1012170
6,2015,1,1,6476659
6,2015,1,2,1049529
6,2015,3,1,6704132
6,2015,3,2,1045257
6,2016,1,1,6530415
6,2016,1,2,1058240
6,2016,3,1,6759776
6,2016,3,2,1053933
6,2017,1,1,6582658
6,2017,1,2,1066706
6,2017,3,1,6813854
6,2017,3,2,1062364
6,2018,1,1,6636636
6,2018,1,2,1075453
6,2018,3,1,6869728
6,2018,3,2,1071075
6,2019,1,1,6689065
6,2019,1,2,1083949
6,2019,3,1,6923999
6,2019,3,2,1079536
6,2020,1,1,6740571
6,2020,1,2,1092295
6,2020,3,1,6977314
6,2020,3,2,1087848
6,2021,1,1,6790451
6,2021,1,2,1100378
6,2021,3,1,7028946
6,2021,3,2,1095898
6,2022,1,1,6838663
6,2022,1,2,1108191
6,2022,3,1,7078852
6,2022,3,2,1103679
6,2023,1,1,6885166
6,2023,1,2,1115727
6,2023,3,1,7126988
6,2023,3,2,1111184
6,2024,1,1,6929920
6,2024,1,2,1122979
6,2024,3,1,7173313
6,2024,3,2,1118407
6,2025,1,1,6972886
6,2025,1,2,1129941
6,2025,3,1,7217788
6,2025,3,2,1125341
6,2026,1,1,7014026
6,2026,1,2,1136608
6,2026,3,1,7260373
6,2026,3,2,1131981
6,2027,1,1,7053305
6,2027,1,2,1142973
6,2027,3,1,7301031
6,2027,3,2,1138320
6,2028,1,1,7090688
6,2028,1,2,1149031
6,2028,3,1,7339726
6,2028,3,2,1144353
6,2029,1,1,7126141
6,2029,1,2,1154776
6,2029,3,1,7376425
6,2029,3,2,1150075
6,2030,1,1,7159634
6,2030,1,2,1160203
6,2030,3,1,7411094
6,2030,3,2,1155480
6,2031,1,1,7191136
6,2031,1,2,1165308
6,2031,3,1,7443703
6,2031,3,2,1160564
6,2032,1,1,7220620
6,2032,1,2,1170086
6,2032,3,1,7474222
6,2032,3,2,1165322
6,2033,1,1,7248058
6,2033,1,2,1174532
6,2033,3,1,7502624
6,2033,3,2,1169750
6,2034,1,1,7273426
6,2034,1,2,1178643
6,2034,3,1,7528883
6,2034,3,2,1173844
6,2035,1,1,7296701
6,2035,1,2,1182415
6,2035,3,1,7552975
6,2035,3,2,1177600
6,2036,1,1,7317861
6,2036,1,2,1185844
6,2036,3,1,7574879
6,2036,3,2,1181015
6,2037,1,1,7337619
6,2037,1,2,1189046
6,2037,3,1,7595331
6,2037,3,2,1184204
6,2038,1,1,7355229
6,2038,1,2,1191900
6,2038,3,1,7613560
6,2038,3,2,1187046
6,2039,1,1,7370675
6,2039,1,2,1194403
6,2039,3,1,7629548
6,2039,3,2,1189539
6,2040,1,1,7383942
6,2040,1,2,1196553
6,2040,3,1,7643281
6,2040,3,2,1191680
6,2041,1,1,7395756
6,2041,1,2,1198467
6,2041,3,1,7655510
6,2041,3,2,1193587
6,2042,1,1,7405370
6,2042,1,2,1200025
6,2042,3,1,7665462
6,2042,3,2,1195139
6,2043,1,1,7413516
6,2043,1,2,1201345
6,2043,3,1,7673894
6,2043,3,2,1196454
6,2044,1,1,7419447
6,2044,1,2,1202306
6,2044,3,1,7680033
6,2044,3,2,1197411
6,2045,1,1,7423899
6,2045,1,2,1203027
6,2045,3,1,7684641
6,2045,3,2,1198129
6,2046,1,1,7426126
6,2046,1,2,1203388
6,2046,3,1,7686946
6,2046,3,2,1198488
6,2047,1,1,7426869
6,2047,1,2,1203508
6,2047,3,1,7687715
6,2047,3,2,1198608
6,2048,1,1,7425384
6,2048,1,2,1203267
6,2048,3,1,7686177
6,2048,3,2,1198368
6,2049,1,1,7422414
6,2049,1,2,1202786
6,2049,3,1,7683103
6,2049,3,2,1197889
6,2050,1,1,7417218
6,2050,1,2,1201944
6,2050,3,1,7677725
6,2050,3,2,1197050
6,2051,1,1,7410543
6,2051,1,2,1200862
6,2051,3,1,7670815
6,2051,3,2,1195973
6,2052,1,1,7401650
6,2052,1,2,1199421
6,2052,3,1,7661610
6,2052,3,2,1194538
6,2053,1,1,7391288
6,2053,1,2,1197742
6,2053,3,1,7650884
6,2053,3,2,1192866
6,2054,1,1,7379462
6,2054,1,2,1195826
6,2054,3,1,7638643
6,2054,3,2,1190957
6,2055,1,1,7393483
6,2055,1,2,1198098
6,2055,3,1,7653156
6,2055,3,2,1193220
6,2056,1,1,7377957
6,2056,1,2,1195582
6,2056,3,1,7637084
6,2056,3,2,1190714
6,2057,1,1,7360250
6,2057,1,2,1192713
6,2057,3,1,7618755
6,2057,3,2,1187856
6,2058,1,1,7341113
6,2058,1,2,1189612
6,2058,3,1,7598946
6,2058,3,2,1184768
6,2059,1,1,7319824
6,2059,1,2,1186162
6,2059,3,1,7576909
6,2059,3,2,1181332
6,2060,1,1,7297133
6,2060,1,2,1182485
6,2060,3,1,7553421
6,2060,3,2,1177670
7,2013,1,1,6920892
7,2013,1,2,1111821
7,2013,3,1,7553361
7,2013,3,2,1063407
7,2014,1,1,6894145
7,2014,1,2,1075321
7,2014,3,1,7583254
7,2014,3,2,1044252
7,2015,1,1,6756646
7,2015,1,2,1142349
7,2015,3,1,7329929
7,2015,3,2,1051758
7,2016,1,1,6812726
7,2016,1,2,1151830
7,2016,3,1,7390767
7,2016,3,2,1060488
7,2017,1,1,6867228
7,2017,1,2,1161045
7,2017,3,1,7449893
7,2017,3,2,1068972
7,2018,1,1,6923539
7,2018,1,2,1170566
7,2018,3,1,7510982
7,2018,3,2,1077738
7,2019,1,1,6978235
7,2019,1,2,1179813
7,2019,3,1,7570319
7,2019,3,2,1086252
7,2020,1,1,7031967
7,2020,1,2,1188898
7,2020,3,1,7628610
7,2020,3,2,1094616
7,2021,1,1,7084004
7,2021,1,2,1197696
7,2021,3,1,7685062
7,2021,3,2,1102716
7,2022,1,1,7134300
7,2022,1,2,1206200
7,2022,3,1,7739626
7,2022,3,2,1110545
7,2023,1,1,7182813
7,2023,1,2,1214402
7,2023,3,1,7792255
7,2023,3,2,1118097
7,2024,1,1,7229501
7,2024,1,2,1222296
7,2024,3,1,7842905
7,2024,3,2,1125365
7,2025,1,1,7274324
7,2025,1,2,1229874
7,2025,3,1,7891531
7,2025,3,2,1132342
7,2026,1,1,7317243
7,2026,1,2,1237130
7,2026,3,1,7938091
7,2026,3,2,1139023
7,2027,1,1,7358220
7,2027,1,2,1244058
7,2027,3,1,7982544
7,2027,3,2,1145402
7,2028,1,1,7397219
7,2028,1,2,1250652
7,2028,3,1,8024851
7,2028,3,2,1151473
7,2029,1,1,7434205
7,2029,1,2,1256905
7,2029,3,1,8064975
7,2029,3,2,1157230
7,2030,1,1,7469146
7,2030,1,2,1262812
7,2030,3,1,8102880
7,2030,3,2,1162669
7,2031,1,1,7502010
7,2031,1,2,1268368
7,2031,3,1,8138533
7,2031,3,2,1167785
7,2032,1,1,7532768
7,2032,1,2,1273568
7,2032,3,1,8171901
7,2032,3,2,1172573
7,2033,1,1,7561393
7,2033,1,2,1278408
7,2033,3,1,8202954
7,2033,3,2,1177029
7,2034,1,1,7587858
7,2034,1,2,1282882
7,2034,3,1,8231664
7,2034,3,2,1181149
7,2035,1,1,7612139
7,2035,1,2,1286987
7,2035,3,1,8258005
7,2035,3,2,1184929
7,2036,1,1,7634214
7,2036,1,2,1290719
7,2036,3,1,8281953
7,2036,3,2,1188365
7,2037,1,1,7654826
7,2037,1,2,1294204
7,2037,3,1,8304314
7,2037,3,2,1191574
7,2038,1,1,7673198
7,2038,1,2,1297310
7,2038,3,1,8324244
7,2038,3,2,1194434
7,2039,1,1,7689312
7,2039,1,2,1300034
7,2039,3,1,8341725
7,2039,3,2,1196942
7,2040,1,1,7703153
7,2040,1,2,1302374
7,2040,3,1,8356740
7,2040,3,2,1199096
7,2041,1,1,7715478
7,2041,1,2,1304458
7,2041,3,1,8370111
7,2041,3,2,1201015
7,2042,1,1,7725508
7,2042,1,2,1306154
7,2042,3,1,8380992
7,2042,3,2,1202576
7,2043,1,1,7734006
7,2043,1,2,1307591
7,2043,3,1,8390211
7,2043,3,2,1203899
7,2044,1,1,7740193
7,2044,1,2,1308637
7,2044,3,1,8396923
7,2044,3,2,1204862
7,2045,1,1,7744837
7,2045,1,2,1309422
7,2045,3,1,8401961
7,2045,3,2,1205585
7,2046,1,1,7747160
7,2046,1,2,1309815
7,2046,3,1,8404482
7,2046,3,2,1205947
7,2047,1,1,7747935
7,2047,1,2,1309946
7,2047,3,1,8405322
7,2047,3,2,1206068
7,2048,1,1,7746385
7,2048,1,2,1309684
7,2048,3,1,8403641
7,2048,3,2,1205827
7,2049,1,1,7743286
7,2049,1,2,1309160
7,2049,3,1,8400280
7,2049,3,2,1205345
7,2050,1,1,7737866
7,2050,1,2,1308244
7,2050,3,1,8394400
7,2050,3,2,1204501
7,2051,1,1,7730902
7,2051,1,2,1307067
7,2051,3,1,8386845
7,2051,3,2,1203417
7,2052,1,1,7721625
7,2052,1,2,1305499
7,2052,3,1,8376781
7,2052,3,2,1201973
7,2053,1,1,7710815
7,2053,1,2,1303671
7,2053,3,1,8365054
7,2053,3,2,1200290
7,2054,1,1,7698478
7,2054,1,2,1301585
7,2054,3,1,8351670
7,2054,3,2,1198370
7,2055,1,1,7713105
7,2055,1,2,1304058
7,2055,3,1,8367538
7,2055,3,2,1200647
7,2056,1,1,7696907
7,2056,1,2,1301319
7,2056,3,1,8349966
7,2056,3,2,1198126
7,2057,1,1,7678434
7,2057,1,2,1298196
7,2057,3,1,8329926
7,2057,3,2,1195250
7,2058,1,1,7658470
7,2058,1,2,1294821
7,2058,3,1,8308268
7,2058,3,2,1192142
7,2059,1,1,7636260
7,2059,1,2,1291066
7,2059,3,1,8284174
7,2059,3,2,1188685
7,2060,1,1,7612588
7,2060,1,2,1287064
7,2060,3,1,8258493
7,2060,3,2,1185000
8,2013,1,1,6197840
8,2013,1,2,1049045
8,2013,3,1,6850311
8,2013,3,2,997805
8,2014,1,1,6152455
8,2014,1,2,1061799
8,2014,3,1,6847265
8,2014,3,2,1023265
8,2015,1,1,6397852
8,2015,1,2,1165758
8,2015,3,1,7102306
8,2015,3,2,1092023
8,2016,1,1,6450954
8,2016,1,2,1175434
8,2016,3,1,7161255
8,2016,3,2,1101087
8,2017,1,1,6502562
8,2017,1,2,1184837
8,2017,3,1,7218545
8,2017,3,2,1109896
8,2018,1,1,6555883
8,2018,1,2,1194553
8,2018,3,1,7277737
8,2018,3,2,1118997
8,2019,1,1,6607674
8,2019,1,2,1203990
8,2019,3,1,7335231
8,2019,3,2,1127837
8,2020,1,1,6658553
8,2020,1,2,1213261
8,2020,3,1,7391712
8,2020,3,2,1136521
8,2021,1,1,6707826
8,2021,1,2,1222239
8,2021,3,1,7446411
8,2021,3,2,1144931
8,2022,1,1,6755452
8,2022,1,2,1230917
8,2022,3,1,7499281
8,2022,3,2,1153060
8,2023,1,1,6801389
8,2023,1,2,1239287
8,2023,3,1,7550276
8,2023,3,2,1160901
8,2024,1,1,6845598
8,2024,1,2,1247342
8,2024,3,1,7599353
8,2024,3,2,1168447
8,2025,1,1,6888041
8,2025,1,2,1255076
8,2025,3,1,7646469
8,2025,3,2,1175691
8,2026,1,1,6928680
8,2026,1,2,1262481
8,2026,3,1,7691583
8,2026,3,2,1182628
8,2027,1,1,6967481
8,2027,1,2,1269551
8,2027,3,1,7734656
8,2027,3,2,1189251
8,2028,1,1,7004409
8,2028,1,2,1276280
8,2028,3,1,7775650
8,2028,3,2,1195554
8,2029,1,1,7039431
8,2029,1,2,1282661
8,2029,3,1,7814528
8,2029,3,2,1201532
8,2030,1,1,7072516
8,2030,1,2,1288690
8,2030,3,1,7851256
8,2030,3,2,1207179
8,2031,1,1,7103635
8,2031,1,2,1294360
8,2031,3,1,7885802
8,2031,3,2,1212491
8,2032,1,1,7132760
8,2032,1,2,1299667
8,2032,3,1,7918134
8,2032,3,2,1217462
8,2033,1,1,7159864
8,2033,1,2,1304606
8,2033,3,1,7948223
8,2033,3,2,1222088
8,2034,1,1,7184924
8,2034,1,2,1309172
8,2034,3,1,7976042
8,2034,3,2,1226365
8,2035,1,1,7207916
8,2035,1,2,1313361
8,2035,3,1,8001565
8,2035,3,2,1230289
8,2036,1,1,7228819
8,2036,1,2,1317170
8,2036,3,1,8024770
8,2036,3,2,1233857
8,2037,1,1,7248337
8,2037,1,2,1320726
8,2037,3,1,8046437
8,2037,3,2,1237188
8,2038,1,1,7265733
8,2038,1,2,1323896
8,2038,3,1,8065748
8,2038,3,2,1240157
8,2039,1,1,7280991
8,2039,1,2,1326676
8,2039,3,1,8082686
8,2039,3,2,1242761
8,2040,1,1,7294097
8,2040,1,2,1329064
8,2040,3,1,8097235
8,2040,3,2,1244998
8,2041,1,1,7305768
8,2041,1,2,1331191
8,2041,3,1,8110191
8,2041,3,2,1246990
8,2042,1,1,7315265
8,2042,1,2,1332922
8,2042,3,1,8120734
8,2042,3,2,1248611
8,2043,1,1,7323312
8,2043,1,2,1334388
8,2043,3,1,8129667
8,2043,3,2,1249984
8,2044,1,1,7329171
8,2044,1,2,1335456
8,2044,3,1,8136171
8,2044,3,2,1250984
8,2045,1,1,7333569
8,2045,1,2,1336257
8,2045,3,1,8141053
8,2045,3,2,1251735
8,2046,1,1,7335769
8,2046,1,2,1336658
8,2046,3,1,8143495
8,2046,3,2,1252111
8,2047,1,1,7336503
8,2047,1,2,1336792
8,2047,3,1,8144309
8,2047,3,2,1252236
8,2048,1,1,7335036
8,2048,1,2,1336525
8,2048,3,1,8142680
8,2048,3,2,1251986
8,2049,1,1,7332102
8,2049,1,2,1335990
8,2049,3,1,8139423
8,2049,3,2,1251485
8,2050,1,1,7326970
8,2050,1,2,1335055
8,2050,3,1,8133725
8,2050,3,2,1250609
8,2051,1,1,7320376
8,2051,1,2,1333853
8,2051,3,1,8126405
8,2051,3,2,1249483
8,2052,1,1,7311592
8,2052,1,2,1332252
8,2052,3,1,8116653
8,2052,3,2,1247984
8,2053,1,1,7301356
8,2053,1,2,1330387
8,2053,3,1,8105290
8,2053,3,2,1246237
8,2054,1,1,7289674
8,2054,1,2,1328258
8,2054,3,1,8092322
8,2054,3,2,1244243
8,2055,1,1,7303524
8,2055,1,2,1330782
8,2055,3,1,8107697
8,2055,3,2,1246607
8,2056,1,1,7288187
8,2056,1,2,1327987
8,2056,3,1,8090671
8,2056,3,2,1243989
8,2057,1,1,7270695
8,2057,1,2,1324800
8,2057,3,1,8071253
8,2057,3,2,1241003
8,2058,1,1,7251791
8,2058,1,2,1321356
8,2058,3,1,8050268
8,2058,3,2,1237776
8,2059,1,1,7230761
8,2059,1,2,1317524
8,2059,3,1,8026922
8,2059,3,2,1234186
8,2060,1,1,7208346
8,2060,1,2,1313440
8,2060,3,1,8002039
8,2060,3,2,1230360
9,2013,1,1,5618731
9,2013,1,2,1007771
9,2013,3,1,6371203
9,2013,3,2,918504
9,2014,1,1,5877808
9,2014,1,2,1032186
9,2014,3,1,6488891
9,2014,3,2,905560
9,2015,1,1,5919118
9,2015,1,2,1062125
9,2015,3,1,6581158
9,2015,3,2,974017
9,2016,1,1,5968247
9,2016,1,2,1070941
9,2016,3,1,6635782
9,2016,3,2,982101
9,2017,1,1,6015993
9,2017,1,2,1079509
9,2017,3,1,6688868
9,2017,3,2,989958
9,2018,1,1,6065324
9,2018,1,2,1088361
9,2018,3,1,6743717
9,2018,3,2,998076
9,2019,1,1,6113240
9,2019,1,2,1096959
9,2019,3,1,6796992
9,2019,3,2,1005961
9,2020,1,1,6160312
9,2020,1,2,1105406
9,2020,3,1,6849329
9,2020,3,2,1013707
9,2021,1,1,6205898
9,2021,1,2,1113586
9,2021,3,1,6900014
9,2021,3,2,1021208
9,2022,1,1,6249960
9,2022,1,2,1121492
9,2022,3,1,6949004
9,2022,3,2,1028459
9,2023,1,1,6292460
9,2023,1,2,1129118
9,2023,3,1,6996257
9,2023,3,2,1035453
9,2024,1,1,6333361
9,2024,1,2,1136457
9,2024,3,1,7041733
9,2024,3,2,1042183
9,2025,1,1,6372628
9,2025,1,2,1143503
9,2025,3,1,7085392
9,2025,3,2,1048645
9,2026,1,1,6410227
9,2026,1,2,1150250
9,2026,3,1,7127196
9,2026,3,2,1054832
9,2027,1,1,6446124
9,2027,1,2,1156691
9,2027,3,1,7167108
9,2027,3,2,1060739
9,2028,1,1,6480288
9,2028,1,2,1162821
9,2028,3,1,7205094
9,2028,3,2,1066361
9,2029,1,1,6512689
9,2029,1,2,1168635
9,2029,3,1,7241119
9,2029,3,2,1071693
9,2030,1,1,6543299
9,2030,1,2,1174128
9,2030,3,1,7275152
9,2030,3,2,1076730
9,2031,1,1,6572090
9,2031,1,2,1179294
9,2031,3,1,7307163
9,2031,3,2,1081468
9,2032,1,1,6599036
9,2032,1,2,1184129
9,2032,3,1,7337122
9,2032,3,2,1085902
9,2033,1,1,6624112
9,2033,1,2,1188629
9,2033,3,1,7365003
9,2033,3,2,1090028
9,2034,1,1,6647296
9,2034,1,2,1192789
9,2034,3,1,7390781
9,2034,3,2,1093843
9,2035,1,1,6668567
9,2035,1,2,1196606
9,2035,3,1,7414431
9,2035,3,2,1097343
9,2036,1,1,6687906
9,2036,1,2,1200076
9,2036,3,1,7435933
9,2036,3,2,1100525
9,2037,1,1,6705963
9,2037,1,2,1203316
9,2037,3,1,7456010
9,2037,3,2,1103496
9,2038,1,1,6722057
9,2038,1,2,1206204
9,2038,3,1,7473904
9,2038,3,2,1106144
9,2039,1,1,6736173
9,2039,1,2,1208737
9,2039,3,1,7489599
9,2039,3,2,1108467
9,2040,1,1,6748298
9,2040,1,2,1210913
9,2040,3,1,7503080
9,2040,3,2,1110462
9,2041,1,1,6759095
9,2041,1,2,1212850
9,2041,3,1,7515085
9,2041,3,2,1112239
9,2042,1,1,6767882
9,2042,1,2,1214427
9,2042,3,1,7524855
9,2042,3,2,1113685
9,2043,1,1,6775327
9,2043,1,2,1215763
9,2043,3,1,7533132
9,2043,3,2,1114910
9,2044,1,1,6780747
9,2044,1,2,1216736
9,2044,3,1,7539159
9,2044,3,2,1115802
9,2045,1,1,6784815
9,2045,1,2,1217466
9,2045,3,1,7543682
9,2045,3,2,1116471
9,2046,1,1,6786850
9,2046,1,2,1217831
9,2046,3,1,7545945
9,2046,3,2,1116806
9,2047,1,1,6787529
9,2047,1,2,1217953
9,2047,3,1,7546700
9,2047,3,2,1116918
9,2048,1,1,6786171
9,2048,1,2,1217709
9,2048,3,1,7545191
9,2048,3,2,1116695
9,2049,1,1,6783457
9,2049,1,2,1217222
9,2049,3,1,7542173
9,2049,3,2,1116248
9,2050,1,1,6778709
9,2050,1,2,1216370
9,2050,3,1,7536893
9,2050,3,2,1115467
9,2051,1,1,6772608
9,2051,1,2,1215275
9,2051,3,1,7530110
9,2051,3,2,1114463
9,2052,1,1,6764481
9,2052,1,2,1213817
9,2052,3,1,7521074
9,2052,3,2,1113126
9,2053,1,1,6755011
9,2053,1,2,1212118
9,2053,3,1,7510544
9,2053,3,2,1111568
9,2054,1,1,6744203
9,2054,1,2,1210179
9,2054,3,1,7498527
9,2054,3,2,1109789
9,2055,1,1,6757017
9,2055,1,2,1212478
9,2055,3,1,7512774
9,2055,3,2,1111898
9,2056,1,1,6742827
9,2056,1,2,1209932
9,2056,3,1,7496997
9,2056,3,2,1109563
9,2057,1,1,6726644
9,2057,1,2,1207028
9,2057,3,1,7479004
9,2057,3,2,1106900
9,2058,1,1,6709155
9,2058,1,2,1203890
9,2058,3,1,7459559
9,2058,3,2,1104022
9,2059,1,1,6689698
9,2059,1,2,1200399
9,2059,3,1,7437926
9,2059,3,2,1100820
9,2060,1,1,6668960
9,2060,1,2,1196678
9,2060,3,1,7414868
9,2060,3,2,1097407
10,2013,1,1,5354470
10,2013,1,2,1011070
10,2013,3,1,6031103
10,2013,3,2,890405
10,2014,1,1,5326921
10,2014,1,2,1018732
10,2014,3,1,6110099
10,2014,3,2,903309
10,2015,1,1,5432777
10,2015,1,2,1059356
10,2015,3,1,6181660
10,2015,3,2,933636
10,2016,1,1,5477869
10,2016,1,2,1068149
10,2016,3,1,6232968
10,2016,3,2,941385
10,2017,1,1,5521692
10,2017,1,2,1076694
10,2017,3,1,6282832
10,2017,3,2,948916
10,2018,1,1,5566970
10,2018,1,2,1085523
10,2018,3,1,6334351
10,2018,3,2,956697
10,2019,1,1,5610949
10,2019,1,2,1094099
10,2019,3,1,6384392
10,2019,3,2,964255
10,2020,1,1,5654153
10,2020,1,2,1102524
10,2020,3,1,6433552
10,2020,3,2,971680
10,2021,1,1,5695994
10,2021,1,2,1110683
10,2021,3,1,6481160
10,2021,3,2,978870
10,2022,1,1,5736436
10,2022,1,2,1118569
10,2022,3,1,6527176
10,2022,3,2,985820
10,2023,1,1,5775444
10,2023,1,2,1126175
10,2023,3,1,6571561
10,2023,3,2,992524
10,2024,1,1,5812984
10,2024,1,2,1133495
10,2024,3,1,6614276
10,2024,3,2,998975
10,2025,1,1,5849025
10,2025,1,2,1140523
10,2025,3,1,6655285
10,2025,3,2,1005169
10,2026,1,1,5883534
10,2026,1,2,1147252
10,2026,3,1,6694551
10,2026,3,2,1011099
10,2027,1,1,5916482
10,2027,1,2,1153677
10,2027,3,1,6732040
10,2027,3,2,1016761
10,2028,1,1,5947839
10,2028,1,2,1159791
10,2028,3,1,6767720
10,2028,3,2,1022150
10,2029,1,1,5977578
10,2029,1,2,1165590
10,2029,3,1,6801559
10,2029,3,2,1027261
10,2030,1,1,6005673
10,2030,1,2,1171068
10,2030,3,1,6833526
10,2030,3,2,1032089
10,2031,1,1,6032098
10,2031,1,2,1176221
10,2031,3,1,6863594
10,2031,3,2,1036630
10,2032,1,1,6056830
10,2032,1,2,1181044
10,2032,3,1,6891735
10,2032,3,2,1040880
10,2033,1,1,6079846
10,2033,1,2,1185532
10,2033,3,1,6917924
10,2033,3,2,1044835
10,2034,1,1,6101125
10,2034,1,2,1189681
10,2034,3,1,6942137
10,2034,3,2,1048492
10,2035,1,1,6120649
10,2035,1,2,1193488
10,2035,3,1,6964352
10,2035,3,2,1051847
10,2036,1,1,6138399
10,2036,1,2,1196949
10,2036,3,1,6984549
10,2036,3,2,1054897
10,2037,1,1,6154973
10,2037,1,2,1200181
10,2037,3,1,7003407
10,2037,3,2,1057745
10,2038,1,1,6169745
10,2038,1,2,1203061
10,2038,3,1,7020215
10,2038,3,2,1060284
10,2039,1,1,6182701
10,2039,1,2,1205587
10,2039,3,1,7034957
10,2039,3,2,1062511
10,2040,1,1,6193830
10,2040,1,2,1207757
10,2040,3,1,7047620
10,2040,3,2,1064424
10,2041,1,1,6203740
10,2041,1,2,1209689
10,2041,3,1,7058896
10,2041,3,2,1066127
10,2042,1,1,6211805
10,2042,1,2,1211262
10,2042,3,1,7068073
10,2042,3,2,1067513
10,2043,1,1,6218638
10,2043,1,2,1212594
10,2043,3,1,7075848
10,2043,3,2,1068687
10,2044,1,1,6223613
10,2044,1,2,1213564
10,2044,3,1,7081509
10,2044,3,2,1069542
10,2045,1,1,6227347
10,2045,1,2,1214292
10,2045,3,1,7085758
10,2045,3,2,1070184
10,2046,1,1,6229215
10,2046,1,2,1214656
10,2046,3,1,7087884
10,2046,3,2,1070505
10,2047,1,1,6229838
10,2047,1,2,1214777
10,2047,3,1,7088593
10,2047,3,2,1070612
10,2048,1,1,6228592
10,2048,1,2,1214534
10,2048,3,1,7087175
10,2048,3,2,1070398
10,2049,1,1,6226101
10,2049,1,2,1214048
10,2049,3,1,7084340
10,2049,3,2,1069970
10,2050,1,1,6221743
10,2050,1,2,1213198
10,2050,3,1,7079381
10,2050,3,2,1069221
